director_name,actor_1_name,gross
Clint Eastwood,Johnny Cannizzaro,47034272.0
Robert Luketic,Tom Selleck,47000485.0
Christophe Gans,Radha Mitchell,46982632.0
Duncan Jones,Dominic Cooper,46978995.0
Antoine Fuqua,Tate Donovan,46975183.0
Denis Villeneuve,Edgar Arreola,46875468.0
Curtis Hanson,Meryl Streep,46815748.0
Christian Ditter,Alison Brie,46813366.0
Lewis Gilbert,Caroline Munro,46800000.0
Danny Leiner,Jennifer Garner,46729374.0
Griffin Dunne,Goran Visnjic,46611204.0
Joel Schumacher,Radha Mitchell,46563158.0
David R. Ellis,Sarah Carter,46455802.0
Sarah Smith,Jim Broadbent,46440491.0
Stephen Kay,Barry Watson,46363118.0
Stanley Kramer,Jonathan Winters,46300000.0
Frank Coraci,Bella Thorne,46280507.0
Paul Weiland,Busy Philipps,46012734.0
Ruben Fleischer,Ryan Gosling,45996718.0
Kevin Bray,Dwayne Johnson,45860039.0
Francis Ford Coppola,Matt Damon,45856732.0
Patrick Tatopoulos,Craig Parker,45802315.0
Ridley Scott,Stephen Root,45645204.0
Jun Falkenstein,Kath Soucie,45542421.0
Wes Anderson,Bruce Willis,45507053.0
Joel Coen,Holly Hunter,45506619.0
John McTiernan,Lorraine Bracco,45500797.0
Paul Weitz,Scarlett Johansson,45489752.0
Guy Ritchie,Henry Cavill,45434443.0
Martin Campbell,Michael Emerson,45356386.0
Frank Coraci,Salma Hayek,45290318.0
Harold Becker,Steve Buscemi,45207112.0
Phillip Noyce,Jeff Bridges,45089048.0
Danny Boyle,Noah Huntley,45063889.0
Bobby Farrelly,Jenna Fischer,45045037.0
Paul McGuigan,Bruce Willis,44988974.0
Tom McCarthy,Billy Crudup,44988180.0
Gregory Hoblit,Dennis Quaid,44983704.0
James Mangold,Robert De Niro,44886089.0
Kevin Smith,Bruce Willis,44867349.0
Brian Gibson,Joseph Gordon-Levitt,44834712.0
Chuck Russell,John Saxon,44793200.0
Howard Deutch,Keanu Reeves,44737059.0
Christopher Cain,Jack Palance,44726644.0
Brian De Palma,Al Pacino,44700000.0
Michel Hazanavicius,Bérénice Bejo,44667095.0
Shawn Levy,Josh Gad,44665963.0
Martin Brest,Anthony Hopkins,44606335.0
Sofia Coppola,Scarlett Johansson,44566004.0
Jared Hess,Jon Heder,44540956.0
F. Gary Gray,Kevin Spacey,44484065.0
Niki Caro,Morgan Saylor,44469602.0
Eugenio Derbez,Eugenio Derbez,44456509.0
Steve Oedekerk,Kelly Preston,44455658.0
Peter Hyams,Mia Sara,44450000.0
Steven Spielberg,Anthony Hopkins,44175394.0
Theodore Melfi,Bill Murray,44134898.0
Bernardo Bertolucci,Cary-Hiroyuki Tagawa,43984230.0
Lana Wachowski,Scott Porter,43929341.0
James Wong,Jason Statham,43905746.0
Spike Lee,Bernie Mac,43899125.0
Gary David Goldberg,Stockard Channing,43894863.0
Sean McNamara,Dennis Quaid,43853424.0
Oliver Stone,Hal Holbrook,43848100.0
Nelson McCormick,Ming-Na Wen,43818159.0
Guy Hamilton,Desmond Llewelyn,43800000.0
Ken Kwapis,Robin Williams,43792641.0
Jerome Robbins,Rita Moreno,43650000.0
Audrey Wells,Raoul Bova,43601508.0
Brad Peyton,Jack McBrayer,43575716.0
Scott Waugh,Rami Malek,43568507.0
McG,Matthew McConaughey,43532294.0
George Tillman Jr.,Vanessa Williams,43490057.0
Antoine Fuqua,Bruce Willis,43426961.0
Harold Ramis,Olivia Wilde,43337279.0
Martin Campbell,Bojana Novakovic,43290977.0
Baltasar Kormákur,Michael Kelly,43247140.0
Stuart Baird,Tom Hardy,43119879.0
Lewis Gilbert,Donald Pleasence,43100000.0
Scott Hicks,Zoë Kravitz,43097652.0
Rob Bowman,Christian Bale,43060566.0
Alan J. Pakula,Harrison Ford,42877165.0
Rob Letterman,James Corden,42776259.0
Ang Lee,Alan Rickman,42700000.0
Jim Fall,Clayton Snyder,42672630.0
Stuart Gillard,Paige Turco,42660000.0
Kevin Smith,Matt Damon,42657936.0
Boaz Yakin,Jay Hernandez,42652003.0
John Landis,Louis Lombardi,42610000.0
Michael Dougherty,Adam Scott,42592530.0
Steven Quale,Emma Bell,42575718.0
Lee Toland Krieger,Harrison Ford,42478175.0
Jon M. Chu,Alyson Stoner,42385520.0
Terry Gilliam,Shelley Duvall,42365600.0
Alejandro G. Iñárritu,Emma Stone,42335698.0
Jorge Blanco,Dwayne Johnson,42194060.0
Malcolm D. Lee,Mo'Nique,42168445.0
Bobby Farrelly,Jimmy Fallon,42071069.0
Sam Raimi,Bojana Novakovic,42057340.0
James L. Brooks,Adam Sandler,42044321.0
Drew Goddard,Chris Hemsworth,42043633.0
Cameron Crowe,Emma Stone,41982994.0
Mike Newell,Johnny Depp,41954997.0
Terry Gilliam,Jeff Bridges,41895491.0
Steve Beck,Shannon Elizabeth,41867960.0
Renny Harlin,James D'Arcy,41814863.0
Colin Strause,Sam Trammell,41797066.0
Alexandre Aja,Dan Byrd,41777564.0
John Frankenheimer,Robert De Niro,41609593.0
Stephen Daldry,Meryl Streep,41597830.0
Carl Franklin,Morgan Freeman,41543207.0
Barry Levinson,Bruce Willis,41523271.0
Joe Dante,Christopher Lee,41482207.0
Mark Neveldine,Jason Statham,41460100.0
Tim McCanlies,Haley Joel Osment,41407470.0
Robert Altman,Kristin Scott Thomas,41300105.0
Mimi Leder,Armin Mueller-Stahl,41256277.0
Barbra Streisand,Jeff Bridges,41252428.0
Adam Shankman,Lauren German,41227069.0
Kirk Jones,Anna Kendrick,41102171.0
Brett Ratner,Heather Locklear,41067398.0
Jodie Foster,Julia Roberts,41008532.0
Daniel Stamm,Caleb Landry Jones,40990055.0
David Ayer,Jake Gyllenhaal,40983001.0
George Clooney,Ryan Gosling,40962534.0
Carl Franklin,Denzel Washington,40905277.0
William Malone,Jeffrey Combs,40846082.0
John Moore,Mila Kunis,40687294.0
Chris Weitz,Sharon Small,40566655.0
Tony Gilroy,Julia Roberts,40559930.0
Stephen Herek,Keanu Reeves,40485039.0
Perry Andelin Blake,Jennifer Esposito,40363530.0
David Mirkin,Sarah Silverman,40334024.0
Jessie Nelson,Dianne Wiest,40270895.0
Joe Wright,Jessica Barden,40247512.0
Brian Robbins,Keanu Reeves,40219708.0
Paul Thomas Anderson,Jim Meskimen,40218903.0
Beeban Kidron,Colin Firth,40203020.0
Pitof,Frances Conroy,40198710.0
Scott Stewart,Dennis Quaid,40168080.0
Jane Campion,Holly Hunter,40158000.0
Marc Forster,Will Ferrell,40137776.0
John Stockwell,Faizon Love,40118420.0
Jon Avnet,Robert De Niro,40076438.0
Chris Stokes,Jennifer Freeman,40066497.0
Robert Rodriguez,Jordana Brewster,40064955.0
Andrew Davis,Raymond Cruz,40048332.0
Michael Tiddes,Essence Atkins,40041683.0
Danny Cannon,Muse Watson,39989008.0
Cathy Malkasian,Alfre Woodard,39880476.0
Danny Boyle,Leonardo DiCaprio,39778599.0
Jason Friedberg,David Carradine,39737645.0
Xavier Gens,Henry Ian Cusick,39687528.0
Quentin Tarantino,Robert De Niro,39647595.0
David Slade,Danny Huston,39568996.0
Joe Camp,Frances Bavier,39552600.0
Kenny Ortega,Vinessa Shaw,39514713.0
Jonathan Liebesman,Matt Bomer,39511038.0
Scott Cooper,Jeff Bridges,39462438.0
Steven Brill,Adam Sandler,39442871.0
Steve Antin,Eric Dane,39440655.0
John Eng,Elizabeth Daily,39399750.0
Ridley Scott,Leonardo DiCaprio,39380442.0
Patrick Hughes,Jason Statham,39292022.0
Neil LaBute,Jay Hernandez,39263506.0
Andy Tennant,Bai Ling,39251128.0
Robert Rodriguez,Taylor Lautner,39177541.0
Michael Apted,Bill Cobbs,39177215.0
Breck Eisner,Radha Mitchell,39103378.0
Luke Greenfield,Ashley Williams,39026186.0
Tim Robbins,Lois Smith,39025000.0
Ken Kwapis,Mike Vogel,39008741.0
Mike Nichols,Maura Tierney,38966057.0
Dave Green,Teo Halm,38916903.0
Frank Oz,Bill Murray,38747385.0
Oliver Stone,Michael Wincott,38652364.0
Steven Seagal,Mike Starr,38590500.0
Stephen Hopkins,Tom Wilkinson,38553833.0
Jake Kasdan,James Wilcox,38543473.0
Jonathan Mostow,Bruce Willis,38542418.0
Adam Shankman,James Martin Kelly,38509342.0
Phil Joanou,Dwayne Johnson,38432823.0
Martin Brest,Robert De Niro,38413606.0
Joe Wright,Talulah Riley,38372662.0
Wayne Wang,LL Cool J,38360195.0
Matthew Vaughn,Henry Cavill,38345403.0
John Crowley,Julie Walters,38317535.0
Carl Rinsch,Keanu Reeves,38297305.0
Malcolm D. Lee,Dave Chappelle,38230435.0
Roger Kumble,Sarah Michelle Gellar,38201895.0
Wes Craven,Alison Brie,38176892.0
Gil Junger,Joseph Gordon-Levitt,38176108.0
Paul Michael Glaser,Yaphet Kotto,38122105.0
Ron Clements,Joseph Gordon-Levitt,38120554.0
Mel Brooks,Joan Rivers,38119483.0
James McTeigue,Shô Kosugi,38105077.0
Donald Petrie,Macaulay Culkin,38087756.0
Jon Hurwitz,Danneel Ackles,38087366.0
Jamie Blanks,Alicia Witt,38048637.0
Peter Hewitt,Keanu Reeves,38037513.0
Michael Lehmann,Emmanuelle Vaugier,37939782.0
John Whitesell,Brandon T. Jackson,37911876.0
Jean-Jacques Annaud,Brad Pitt,37901509.0
Terry Gilliam,Matt Damon,37899638.0
Joel Gallen,Chris Evans,37882551.0
Harold Ramis,Brendan Fraser,37879996.0
Chris Rock,Bernie Mac,37788228.0
Gina Prince-Bythewood,Nate Parker,37766350.0
Kerry Conran,Angelina Jolie Pitt,37760080.0
Tim Burton,Natalie Portman,37754208.0
Joan Chen,J.K. Simmons,37752931.0
John Wells,Benedict Cumberbatch,37738400.0
Stephen Frears,Steve Coogan,37707719.0
Kevin Rodney Sullivan,Richard Lawson,37672350.0
Catherine Hardwicke,Gary Oldman,37652565.0
Guillermo del Toro,Ivana Baquero,37623143.0
Catherine Hardwicke,Keisha Castle-Hughes,37617947.0
Jerry Zucker,Julia Ormond,37600435.0
John Hoffman,Liam Aiken,37566230.0
Andrew Niccol,Matt Bomer,37553932.0
Timur Bekmambetov,Rufus Sewell,37516013.0
Garry Marshall,Amber Valletta,37486138.0
Alan Poul,Danneel Ackles,37481242.0
Victor Salva,Eileen Brennan,37470017.0
George Tillman Jr.,Tiago Riani,37432299.0
Greg Mottola,Bobby Lee,37371385.0
Steven Soderbergh,Don Cheadle,37339525.0
Clint Eastwood,Leonardo DiCaprio,37304950.0
Christian E. Christiansen,Leighton Meester,37300107.0
Salim Akil,Gary Dourdan,37295394.0
Anne Fletcher,Miriam Margolyes,37101011.0
Ruben Fleischer,Bianca Kajlich,37053924.0
Edward Norton,Lisa Edelstein,37036404.0
David Dobkin,Ryan Reynolds,37035845.0
Betty Thomas,Steve Buscemi,37035515.0
Jonathan Frakes,Michael Biehn,36985501.0
Barry Levinson,Peter Coyote,36976367.0
Sean Anders,Adam Sandler,36931089.0
Richard Donner,Bruce Willis,36883539.0
Kevin Reynolds,Peter Firth,36874745.0
Chris Nahon,Jet Li,36833473.0
Donald Petrie,Steven Anthony Lawrence,36830057.0
Frank Marshall,Illeana Douglas,36733909.0
Chuck Sheetz,Diedrich Bader,36696761.0
Olivier Megaton,Jordi Mollà,36665854.0
Jason Friedberg,Diedrich Bader,36658108.0
Richard LaGravenese,Hunter Parrish,36581633.0
Don Siegel,Clint Eastwood,36500000.0
Craig Gillespie,Jon Hamm,36447959.0
Terrence Malick,Nick Stahl,36385763.0
Zack Snyder,Jon Hamm,36381716.0
Joel Schumacher,Nicolas Cage,36283504.0
Clark Johnson,Blair Brown,36279230.0
George Miller,Tina Turner,36200000.0
Steve Miner,Richard Brooker,36200000.0
Hugh Wilson,Brendan Fraser,36188716.0
Barry Cook,Charlie Rowe,36073232.0
Paul W.S. Anderson,Jason Statham,36064910.0
F. Gary Gray,Vivica A. Fox,36049108.0
Diane Keaton,Adam Arkin,36037909.0
Mikael Håfström,Denis O'Hare,36020063.0
Cecil B. DeMille,Gloria Grahame,36000000.0
Henry Koster,Richard Burton,36000000.0
Dennie Gordon,Colin Firth,35990505.0
John R. Leonetti,Brian Thompson,35927406.0
Todd Field,Tom Wilkinson,35918429.0
James Marsh,Eddie Redmayne,35887263.0
Nicolas Winding Refn,Ryan Gosling,35833474.0
Scott Hicks,Noah Taylor,35811509.0
William Brent Bell,Lauren Cohan,35794166.0
Clint Eastwood,Angelina Jolie Pitt,35707327.0
Joe Carnahan,Ryan Reynolds,35635046.0
Frank Oz,Steve Coogan,35617599.0
Anton Corbijn,Violante Placido,35596227.0
Dan Mazer,Robert De Niro,35537564.0
Gregory Nava,Jon Seda,35422828.0
Guy Hamilton,Yaphet Kotto,35400000.0
Rob Cohen,Ryan Guzman,35385560.0
Joseph Ruben,Vincent Pastore,35324232.0
Tim Burton,Martin Landau,35287788.0
Alfonso Cuarón,Charlie Hunnam,35286428.0
Brian Levant,Taylor Negron,35231365.0
Mark Pellington,Debra Messing,35228696.0
Kathryn Bigelow,Liam Neeson,35168677.0
Victor Salva,Nicki Aycox,35143332.0
Joel Coen,Cedric the Entertainer,35096190.0
Joel Schumacher,Logan Lerman,35063732.0
Scott Speer,Ryan Guzman,35057332.0
Todd Strauss-Schulson,Patton Oswalt,35033759.0
Mark Helfrich,Dane Cook,35000629.0
Jonathan Levine,Joseph Gordon-Levitt,34963967.0
J Blakeson,Chloë Grace Moretz,34912982.0
Rachel Talalay,Johnny Depp,34872293.0
Randal Kleiser,Seymour Cassel,34793160.0
Martin Lawrence,Faizon Love,34746109.0
Liz Friedlander,Alfre Woodard,34703228.0
John Glen,Robert Davi,34667015.0
Florent-Emilio Siri,Jimmy Bennett,34636443.0
Milos Forman,Matt Price,34580635.0
Roger Donaldson,Bruce Greenwood,34566746.0
Roger Spottiswoode,Robert Duvall,34543701.0
Peter Landesman,Will Smith,34531832.0
Alex Kendrick,Ben Davies,34522221.0
Anne Fletcher,Jim Gaffigan,34507079.0
Patty Jenkins,Charlize Theron,34468224.0
John Luessenhop,Gunnar Hansen,34334256.0
John Whitesell,Greg Grunberg,34308901.0
Alejandro G. Iñárritu,Brad Pitt,34300771.0
Shawn Levy,Tina Fey,34290142.0
William Friedkin,Connie Nielsen,34238611.0
Stephen Daldry,Kate Winslet,34180954.0
Michel Gondry,Kate Winslet,34126138.0
Jay Russell,Clint Howard,34099640.0
Jon Turteltaub,Anthony Hopkins,34098563.0
Ari Sandel,Bella Thorne,34017854.0
Mike Nichols,Natalie Portman,33987757.0
Peter Hyams,John Kapelos,33927476.0
Kelly Makin,Jeanne Tripplehorn,33864342.0
Phil Traill,Bradley Cooper,33860010.0
Bobby Farrelly,Matt Damon,33828318.0
Matt Williams,Natalie Portman,33771174.0
Andy Fickman,Channing Tatum,33687630.0
Lawrence Kasdan,Morgan Freeman,33685268.0
Jonathan Hensleigh,Laura Harring,33682273.0
Tom Dey,Emma Stone,33643461.0
Robert Schwentke,Ryan Reynolds,33592415.0
John Erick Dowdle,Bojana Novakovic,33583175.0
Clint Eastwood,Paul Walker,33574332.0
Fernando Meirelles,Archie Panjabi,33565375.0
Mimi Leder,Kevin Spacey,33508922.0
Kent Alterman,Will Ferrell,33472850.0
Alex Kendrick,Kirk Cameron,33451479.0
Steven E. de Souza,Ming-Na Wen,33423521.0
Gil Junger,Tom Wilkinson,33422806.0
John Patrick Shanley,Philip Seymour Hoffman,33422556.0
Woody Allen,Sally Hawkins,33404871.0
John Whitesell,Leslie Bibb,33357476.0
Dinesh D'Souza,Barack Obama,33349949.0
Renny Harlin,Melina Kanakaredes,33328051.0
Simon Curtis,Ryan Reynolds,33305037.0
Tom Holland,Catherine Hicks,33244684.0
Jean-Pierre Jeunet,Mathieu Kassovitz,33201661.0
Lawrence Kasdan,Scott Glenn,33200000.0
Betty Thomas,Gary Cole,33105600.0
John Madden,Tina Desai,33071558.0
David Fincher,Robert Downey Jr.,33048353.0
Mikael Håfström,Anthony Hopkins,33037754.0
Patrick Lussier,Gerard Butler,33000377.0
Michael Schultz,Mike Starr,33000000.0
Marcus Raboy,John Witherspoon,32983713.0
Rob Cohen,Sylvester Stallone,32885565.0
Steven Brill,Lisa Ann Walter,32853640.0
Andrew Bergman,Demi Moore,32800000.0
Trey Parker,Jeremy Shada,32774834.0
John Gatins,Ken Howard,32701088.0
John McTiernan,Tony Curran,32694788.0
Bonnie Hunt,Minnie Driver,32662299.0
Wayne Wang,Cicely Tyson,32645546.0
Joseph Zito,Judie Aronson,32600000.0
Taylor Hackford,Pamela Reed,32598931.0
Steve Bendelack,Lily Atkinson,32553210.0
Gurinder Chadha,Archie Panjabi,32541719.0
Cameron Crowe,Philip Seymour Hoffman,32522352.0
Roman Polanski,Emilia Fox,32519322.0
Christopher Landon,Richard Cabral,32453345.0
Grant Heslov,Kevin Spacey,32416109.0
Marc Webb,Joseph Gordon-Levitt,32391374.0
Ronny Yu,Alexis Arquette,32368960.0
Edward Zwick,Jake Gyllenhaal,32357532.0
Stanley Tong,Françoise Yip,32333860.0
Dan Gilroy,Jake Gyllenhaal,32279955.0
Leslie Small,David Jason Perez,32230907.0
Marco Schnabel,Justin Timberlake,32178777.0
Hironobu Sakaguchi,Steve Buscemi,32131830.0
Jonathan Liebesman,Sullivan Stapleton,32131483.0
Brett Leonard,Jeff Fahey,32101000.0
Sam Weisman,Bernie Mac,32095318.0
Russell Mulcahy,Jonathan Winters,32055248.0
Jon Amiel,William McNamara,32051917.0
Tim Blake Nelson,Mekhi Phifer,32034806.0
Malcolm D. Lee,Marisa Saks,32014289.0
David R. Ellis,Richard Burgi,32003620.0
Alfred Hitchcock,Janet Leigh,32000000.0
Martin Scorsese,Richard E. Grant,32000000.0
Jake Schreier,Nat Wolff,31990064.0
Mike Figgis,Nicolas Cage,31968347.0
Brian De Palma,Angie Dickinson,31899000.0
Gus Van Sant,James Franco,31838002.0
Stephen Daldry,Tom Hanks,31836745.0
Steve Miner,Oliver Platt,31768374.0
Shane Acker,Martin Landau,31743332.0
Rob Cohen,Sam Shepard,31704416.0
John Erick Dowdle,Andrew Fiscella,31691811.0
Joe Wright,Robert Downey Jr.,31670931.0
Kirsten Sheridan,Robin Williams,31655091.0
Mark Tonderai,Jennifer Lawrence,31607598.0
Michael Caton-Jones,Liam Neeson,31600000.0
Mark Romanek,Robin Williams,31597131.0
Clare Kilner,Jack Davenport,31585300.0
Jim Field Smith,Mike Vogel,31584722.0
Dexter Fletcher,Hugh Jackman,31571264.0
Neill Blomkamp,Hugh Jackman,31569268.0
Levan Gabriadze,Shelley Hennig,31537320.0
Dwight H. Little,Nicholas Gonzalez,31526393.0
George Clooney,Robert Downey Jr.,31501218.0
Edgar Wright,Anna Kendrick,31494270.0
Peter Sollett,Ari Graynor,31487293.0
Paul Greengrass,Christian Clemenson,31471430.0
Kevin Smith,Gerry Bednob,31452765.0
David Moreau,Chloë Grace Moretz,31397498.0
Marc Forster,Heath Ledger,31252964.0
George Clooney,Robert Baker,31199215.0
Christopher Erskin,Vanessa Williams,31179516.0
Harald Zwart,Aidan Turner,31165421.0
Jesse Dylan,Hector Elizondo,31155435.0
Alex Proyas,Gerard Butler,31141074.0
Burr Steers,Augustus Prew,31136950.0
Jon Amiel,Glenn Morshower,31111260.0
Derek Cianfrance,Ryan Gosling,31084857.0
Sydney Pollack,Harrison Ford,31054924.0
Peter Lord,Salma Hayek,31051126.0
Roger Michell,Noah Bean,30993544.0
Jim Sheridan,50 Cent,30981850.0
Todd Graff,Dolly Parton,30920167.0
Rob Reiner,Robin Wright,30857814.0
Robert Redford,Matt Damon,30695227.0
Alexandre Aja,Jason Flemyng,30691439.0
McG,Connie Nielsen,30688364.0
Stephen Hopkins,Adam Baldwin,30669413.0
Ken Scott,Jack Reynor,30659817.0
Rob Zombie,Sid Haig,30648144.0
Bruce McCulloch,Will Ferrell,30628981.0
Scott Derrickson,Olivia Munn,30523568.0
Tate Taylor,Tika Sumpter,30513940.0
Chris Kentis,Blanchard Ryan,30500882.0
Jonathan Lynn,Austin Pendleton,30400000.0
Barbra Streisand,Miriam Margolyes,30400000.0
John Fortenberry,Will Ferrell,30324946.0
Michael Rymer,Aaliyah,30307804.0
Bob Dolman,Erika Christensen,30306281.0
Richard Donner,Muse Watson,30306268.0
Rick Rosenthal,Jamie Lee Curtis,30259652.0
Bille Woodruff,Christian Monzon,30222640.0
James L. Brooks,Shelley Conn,30212620.0
Christian Duguay,Michael Biehn,30199105.0
Joel Schumacher,Anthony Hopkins,30157016.0
Thomas Carter,Jessie T. Usher,30127963.0
Kirk De Micco,Cheryl Hines,30105968.0
Sheldon Lettich,Bolo Yeung,30102717.0
Steve Beck,Isaiah Washington,30079316.0
Tom Shadyac,Joe Morton,30063805.0
Kevin Smith,Will Ferrell,30059386.0
Rowdy Herrington,Ben Gazzara,30050028.0
Roger Donaldson,Jason Statham,30028592.0
Ron Shelton,Harrison Ford,30013346.0
Shekhar Kapur,Fanny Ardant,30012990.0
Jack Sholder,Clu Gulager,30000000.0
Ethan Coen,Scarlett Johansson,29997095.0
Michael Spierig,Jay Laga'aia,29975979.0
Phyllida Lloyd,Meryl Streep,29959436.0
Peter Segal,Robert De Niro,29802761.0
Penny Marshall,Rosie Perez,29781453.0
John McNaughton,Bill Murray,29753944.0
Kinka Usher,Janeane Garofalo,29655590.0
Marc Lawrence,Michael Kelly,29580087.0
Joe Dante,Albert Brooks,29500000.0
Darren Aronofsky,Mark Margolis,29453573.0
Keenen Ivory Wayans,Jada Pinkett Smith,29392418.0
Chuck Russell,Rufus Sewell,29374178.0
Sara Sugarman,Adam Garcia,29302097.0
Wes Craven,Frank Grillo,29274980.0
Bob Spiers,Jason Flemyng,29247405.0
Mark Rydell,David Keith,29200000.0
Scott Stewart,Josh Wingate,29136626.0
Nicholas Hytner,Liam Aiken,29106737.0
Chris Columbus,Rosario Dawson,29077547.0
Susanna White,Daniel Mays,28995450.0
Ed Decter,Zooey Deschanel,28972187.0
Michael Mann,Al Pacino,28965197.0
Joe Charbanic,Keanu Reeves,28927720.0
Morgan Spurlock,Harry Styles,28873374.0
James Mangold,Angelina Jolie Pitt,28871190.0
Ivan Reitman,Jennifer Garner,28831145.0
Jeff Wadlow,Chloë Grace Moretz,28751715.0
John Singleton,Mo'Nique,28734552.0
Gregory Hoblit,Billy Burke,28687835.0
Nicholas Stoller,Alison Brie,28644770.0
Juan Carlos Fresnadillo,Jeremy Renner,28637507.0
John Polson,Erika Christensen,28563926.0
James Gray,Robert Duvall,28563179.0
Sam Weisman,Oliver Hudson,28535768.0
John Lafia,Jenny Agutter,28501605.0
Greg Coolidge,Dane Cook,28435406.0
John Stainton,Steve Irwin,28399192.0
Frank Darabont,Morgan Freeman,28341469.0
Brett Ratner,Salma Hayek,28328132.0
John A. Davis,Nicolas Cage,28133159.0
John Singleton,Ken Arnold,28064226.0
Jon Favreau,Kristen Stewart,28045540.0
Andrzej Bartkowiak,Dwayne Johnson,28031250.0
George Armitage,Minnie Driver,28014536.0
Vic Armstrong,Nicolas Cage,27996564.0
Gene Quintano,Jon Lovitz,27979400.0
Peter Howitt,Kevin McNally,27972410.0
Bruce McCulloch,Martin Starr,27947064.0
Albert Hughes,Jada Pinkett Smith,27900000.0
F. Gary Gray,Nia Long,27900000.0
Daniel Barnz,Alex Pettyfer,27854896.0
Frank Darabont,Martin Landau,27796042.0
Josh Gordon,Caroline Dhavernas,27758465.0
Ciarán Foy,Laila Haley,27736779.0
Mike Flanagan,James Lafferty,27689474.0
Peter Webber,Li Gong,27667947.0
John Frankenheimer,Marlon Brando,27663982.0
Spike Lee,Ruby Dee,27545445.0
John Singleton,Janet Jackson,27515786.0
Gary Hardwick,Julie Benz,27457409.0
Gina Prince-Bythewood,Alfre Woodard,27441122.0
David Lynch,Virginia Madsen,27400000.0
Rick Famuyiwa,Boris Kodjoe,27362712.0
Breck Eisner,Vin Diesel,27356090.0
Tony Goldwyn,Hugh Jackman,27338033.0
Jean-Marc Vallée,Matthew McConaughey,27296514.0
John Erick Dowdle,Sterling Jerins,27285953.0
Brian Henson,Steven Mackintosh,27281507.0
Stephen Frears,Drake Bell,27277055.0
David Lean,William Holden,27200000.0
Antoine Fuqua,Don Cheadle,27154426.0
Bob Clark,Kathleen Turner,27141959.0
Tom Tykwer,Tom Hanks,27098580.0
Dennie Gordon,Brittany Daniel,27087695.0
Rob Reiner,Bruce Willis,27067160.0
Peter Hyams,Catherine Deneuve,27053815.0
Kirk Wong,Bokeem Woodbine,27052167.0
Ridley Scott,Harrison Ford,27000000.0
Rick Friedberg,Hulk Hogan,26906039.0
Diane English,Jada Pinkett Smith,26896744.0
Eric Valette,Johnny Lewis,26876529.0
Cameron Crowe,Orlando Bloom,26838389.0
Justin Chadwick,Natalie Portman,26814957.0
Pete Travis,Wood Harris,26803366.0
Zach Braff,Armando Riesco,26781723.0
Michael Hoffman,Luke Bracey,26761283.0
Stephen J. Anderson,Craig Ferguson,26687172.0
Andrew Niccol,J.D. Evermore,26616999.0
Paul W.S. Anderson,Sean Pertwee,26616590.0
Ethan Maniquis,Robert De Niro,26589953.0
Jason Zada,Eoin Macken,26583369.0
Bronwen Hughes,Gregory Smith,26539321.0
John McTiernan,Connie Nielsen,26536120.0
Warren Beatty,Warren Beatty,26525834.0
Joe Berlinger,Kim Director,26421314.0
David Ayer,Keanu Reeves,26415649.0
Julie Anne Robinson,Fisher Stevens,26404753.0
Richard Fleischer,Mako,26400000.0
David Lean,Richard Wilson,26400000.0
Paul Thomas Anderson,Don Cheadle,26384919.0
Patrick Gilmore,Brad Pitt,26288320.0
Jessie Nelson,Olivia Wilde,26284475.0
Kevin Smith,Ethan Suplee,26261408.0
F. Gary Gray,Vin Diesel,26183197.0
Elizabeth Allen Rosenbaum,Sierra McCormick,26161406.0
Troy Miller,Elden Henson,26096584.0
Lee Tamahori,Sunny Mabrey,26082914.0
Tom Gormican,Mackenzie Davis,26049082.0
Neil Marshall,MyAnna Buring,26005908.0
Edgar Wright,Michael Smiley,26003149.0
Des McAnuff,Robert De Niro,26000610.0
Scott Frank,Liam Neeson,25977365.0
Masayuki Ochiai,James Kyson,25926543.0
Craig Mazin,Drake Bell,25871834.0
Rob Cohen,Cicely Tyson,25863915.0
Karyn Kusama,Charlize Theron,25857987.0
Richard Attenborough,Anthony Hopkins,25842000.0
David Gelb,Olivia Wilde,25799043.0
Julie Taymor,Salma Hayek,25776062.0
Andy Fickman,Jamie Lee Curtis,25677801.0
Jon Lucas,Justin Chon,25675765.0
Paul McGuigan,Jessica Paré,25662242.0
Damien Dante Wayans,Damon Wayans Jr.,25615792.0
Francis Ford Coppola,Tom Cruise,25600000.0
Frank Darabont,Toby Jones,25592632.0
Simon Wincer,Jere Burns,25590119.0
Andrew Fleming,Kay Panabaker,25584685.0
Mike Nawrocki,Phil Vischer,25571351.0
Spike Jonze,Scarlett Johansson,25556065.0
Christopher Nolan,Callum Rennie,25530884.0
John Madden,Christian Bale,25528495.0
Oliver Stone,Toby Jones,25517500.0
Kevin Bray,Mike Epps,25482931.0
Walter Salles,Dougray Scott,25472967.0
Olatunde Osunsanmi,Milla Jovovich,25464480.0
Tom Tykwer,Naomi Watts,25450527.0
Alex Garland,Elina Alminas,25440971.0
John Carpenter,Steve Buscemi,25407250.0
Richard Linklater,Ellar Coltrane,25359200.0
Harry Elfont,Ethan Embry,25339117.0
Joss Whedon,Adam Baldwin,25335935.0
Chris Rock,Rosario Dawson,25277561.0
Kevin Smith,Stephen Root,25266129.0
John Carpenter,Donald Pleasence,25244700.0
Dan Cutforth,Lexie Contursi,25240988.0
John Schultz,Malese Jow,25200412.0
Pat O'Connor,Keanu Reeves,25178165.0
Neil LaBute,Morgan Freeman,25167270.0
